"COUNTRY","DELIVERY_SITE_ID","DELIVERY_SITE_NAME","DELIVERY_SITE_STATUS","ESTIMATED_TIME_TO_DELIVERY_SITE","HEALTH_FACILITY_COUNTRY","HEALTH_FACILITY_GROUP","HEALTH_FACILITY_ID","HEALTH_FACILITY_KEY","HEALTH_FACILITY_LOCALITY","HEALTH_FACILITY_NAME","HEALTH_FACILITY_REGION","HEALTH_FACILITY_STATUS","IS_DIRECT_DELIVERY_SITE","NEST_ID","NEST_NAME"
"GH",3241,"Yabi CHPS","ready_for_operations",2564,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, CHPS with midwife",268,"52f9b3d103172e513e9c351797a819da","Atwima Kwanwoma","Yabi CHPS","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",3593,"Asekye-Kussese CHPS","ready_for_operations",2647,"Ghana","Ashanti Region Facilities, Bono East, Ahafo Region Facilities, CHPS with midwife, [Deprecated]",81,"51790bb4ce7fec6b6ca0364ba8fe647b","Nkoranza North","Asekye-Kussese CHPS","Bono East","Operationalized","true",7,"GH2 Mpanya"
"GH",4660,"Sanwakyi CHPS","ready_for_operations",3038,"Ghana","Ashanti Region Facilities, CHPS with midwife, [Deprecated]",327,"fb835c3a27ae1bba3008f17cdec4ef4c","Atebubu Amantin","Sanwakyi CHPS","Bono East","Operationalized","true",7,"GH2 Mpanya"
"GH",4028,"Azuwera CHPS","ready_for_operations",2300,"Ghana","Bawku West, CHPS without a Midwife, CowTribe, Upper East",176,"9919e7fdbde2601b89fe72d24f618cfe","Bawku West","Azuwera CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4346,"Achiase (Bia East) CHPS ","ready_for_operations",2899,"Ghana","Bia East Facilities, CHPS with a Midwife, Family Planning Facilities",339,"dfddb8952aee7d64182c134ec88b7600","Bia East","Achiase CHPS  (Bia East)","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3019,"St Marks Anglican HC","ready_for_operations",946,"Ghana","Bibiani Anhwiaso Bekwai Facilities, Family Planning Facilities, Free Products, Health Centre without a Doctor/ Physician Assistant ( with a Midwife)",20,"163f17ee89a9b6be618fc25a8c8f8c97","Bibiani Anhwiaso Bekwai","St. Marks Anglican HC","Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",5118,"Bodinka Chps","ready_for_operations",1529,"Ghana","Bono, Bono East CHPS with midwife",167,"bb2970036a54243552a528ae0b12a897","Sene East","Bodinka CHPS","Bono East","Operationalized","true",12,"GH6 Krachi"
"GH",3214,"Wiesi CHPS","ready_for_operations",2125,"Ghana","Builsa South, CHPS with a Midwife, Upper East",240,"30edb1132ba5c54483fcb48aac0dee67","Builsa South","Wiesi CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",5406,"Mafi Agoe CL","ready_for_operations",1706,"Ghana","CHPS With a Midwife, Central Tongu, Mafi Agoe CHPS, Mafi Agoe CL, RTSS Ordering Facilities, Volta Region",112,"a3d7ddd98510491c9ca816f4bde71e52","Central Tongu","Mafi Agoe CL","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4095,"Katiu CHPS","ready_for_operations",3381,"Ghana","CHPS with a Midwife, Upper East",364,"6c8bc81a9ef09939da8e2642997b099f","Kassena Nankana West","Katiu CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",3197,"Watreso CHPS","ready_for_operations",2342,"Ghana","CHPS with a Midwife",346,"d2b878a5f26e85cb08cbbf9aef60709c","Amansie South","Watreso CHPS","Ashanti","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4049,"Bagli CHPS","ready_for_operations",1824,"Ghana","CHPS with a Midwife, Karaga, Northern, VSD Karaga District",151,"910d310c18710160b6d773a1ac8cbf0a","Karaga","Bagli CHPS","Northern","Operationalized","true",8,"GH3 Vobsi"
"GH",4303,"Amoaman CHPS","ready_for_operations",1790,"","CHPS with a Midwife, Upper Denkyira West Facilities",416,"943e8afc77e5bbdd272269388b7a4144","Upper Denkyira West","Amoaman CHPS","Central","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",711,"Aboasa CHPS","inactive",3881,"","CHPS with midwife, Eastern",546,"e8bbd31f51df9030e3c1ba1b912707fb","Asuogyaman","Aboasa CHPS","Eastern","Obsolete","true",5,"GH1 Omenako"
"GH",1625,"Bosso Villa CHPS","ready_for_operations",3094,"","CHPS with midwife, Eastern",504,"94aa2e3ebe695887857ececcc0a14b8c","Akyemansa","Bosso Villa CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",918,"Akim Achiase Junction CHPS","ready_for_operations",2583,"Ghana","CHPS with midwife, Eastern",590,"8c09d4e86d8d57f070d8a455c7fde513","Achiase","Achiase Junction CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",1375,"Asuokaw CHPS","ready_for_operations",1388,"Ghana","CHPS with midwife, Eastern, UPPER WEST AKIM",331,"de6828263e8b167811da0803460915df","Upper West Akim","Asuokaw CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",4128,"Dominase Nkwanta CHPS","ready_for_operations",1249,"Ghana","CHPS without a midwife, Family Planning Facilities, Upper Denkyira West Facilities",297,"3f2397736d3cd96e911bb583ffe08256","Wassa Amenfi Central","Dominase Nkwanta CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1258,"Appiah Nkwanta CHPS","ready_for_operations",2858,"Ghana","CHPS without a midwife, Family Planning Facilities",364,"dd23d7e2b6b288751ee1cd113054f713","Wassa Amenfi East","Appiah Nkwanta CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",760,"Gboloo-Kofi CHPS","ready_for_operations",1040,"Ghana","CHPS without midwife, Eastern",99,"2b73851ccbdcc7c636db93cf8b905cec","Akuapim North","Gboloo Kofi CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",678,"Chia CHPS","ready_for_operations",3378,"","CHPS without midwife, Eastern",511,"71561c485ea1e0aa12d6687056157be5","Akyemansa","Chia CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2301,"Kwesi Paintsil CHPS","ready_for_operations",2082,"","CHPS without midwife, Central",468,"4c40e354e1d8856f5ca83d81eb62d463","Agona East","Kwesi Paintsil CHPS (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",3629,"Esaase CHPS","ready_for_operations",2885,"","CHPS without midwife, Eastern",662,"7500b8bb05b0a2e6a5ab2674d35c1cb5","Kwahu West","Esaase CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3002,"Sreso Tinpom HC","ready_for_operations",2040,"Ghana","Clinic/Health Centre with a Doctor/ Physician Assistant",292,"2dc64682580e0d63e38227f412c937f6","Atwima Mponua","Sreso Tinpom HC","Ashanti","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",5619,"Gefia CHPS","ready_for_operations",3229,"Ghana","Akatsi South, CHPS With a Midwife, RTSS Ordering Facilities, Volta Region",11,"b7d1e4a2ee1c1cae38795edac7ef1d73","Akatsi South","Gefia CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5613,"Avenorpedo HC","ready_for_operations",3217,"Ghana","Akatsi South, HC Without a Doctor, Volta Region",286,"2121ca0e637b1a466a5d88e58bfac0cd","Akatsi South","Avenorpedo HC","Volta","Operationalized","true",11,"GH5 Anum"
"GH",1311,"Asekyerewa CHPS","ready_for_operations",850,"Ghana","Americare(WHW) B, Ashanti Region (Vaccines), Ashanti Region Facilities, CHPS with midwife",73,"ed124743c0b521d3041f3d1dc127896c","Sekyere Kumawu","Asekyerewa  CHPS","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",2626,"Nsuta HC","ready_for_operations",501,"Ghana","Americare(WHW) B, Ashanti Region (Vaccines), Ashanti Region Facilities, DHIMMS, Health Center With Dr, Sekyere Central District",193,"f9f4726075eb7a0b3e16218e9a5ca89f","Sekyere Central","Nsuta HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",1231,"Anyinofi HC","ready_for_operations",2668,"Ghana","Americare(WHW) B, Anyinofi HC, Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center without Dr, Sekyere Afram Plains",63,"10baac9760d73e243590eebe6b418b9c","Sekyere Afram Plains","Anyinofi HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",2594,"Nnadieso HC","ready_for_operations",3196,"Ghana","Americare(WHW) B, Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center without Dr",13,"cf4548e3c68d3dbd30e3dab522d80828","Asante Akim South","Nnadieso HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",3266,"Yiwabra HC","ready_for_operations",1875,"Ghana","Aowin Facilities, Family Planning Facilities, Health Centre without a Doctor/ Physician Assistant ( with a Midwife)",104,"744a6c7a753fbd54aad8102410680842","Aowin","Yiwabra HC","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1541,"Asiwa HC","ready_for_operations",2964,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center without Dr",348,"3b590959a59ce4883897b42119650102","Bosome Freho","Asiwa HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",4661,"Sarfokrom HC","ready_for_operations",3287,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, DHIMMS, Health Center without Dr",332,"70080f25685c32ab9aca91b90e797e0b","Bekwai Municipal","Sarfokrom HC","Ashanti","Suspended partially","true",7,"GH2 Mpanya"
"GH",2837,"Peminase HC","ready_for_operations",2274,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, Health Center without Dr",142,"e4a5b61a01a651753c9e3c326c11073f","Juaben Municipal","Peminase HC","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",2632,"Ntanaaso CHPS","ready_for_operations",2113,"Ghana","Ashanti Region Facilities, Bono East, Ahafo Region Facilities, CHPS with midwife, Health Center With Dr, [Deprecated]",192,"9aad86a2a3b387882109df8df73e0772","Nkoranza South","Ntanaaso CHPS","Bono East","Operationalized","true",7,"GH2 Mpanya"
"GH",1825,"Dwomo CHPS","ready_for_operations",2568,"Ghana","Ashanti Region Facilities, Bono East, Ahafo Region Facilities, CHPS with midwife, [Deprecated]",132,"8f4bf4bdc5d2b7a02ac9af4d631b7665","Tano South","Dwomo CHPS","Ahafo","Operationalized","true",7,"GH2 Mpanya"
"GH",3745,"Sikaa CHPS","ready_for_operations",3083,"Ghana","Ashanti Region Facilities, Bono East, Ahafo Region Facilities, CHPS with midwife, [Deprecated]",175,"1a73439f3a4c122bc51afc9d34534f50","Nkoranza North","Sikaa CHPS","Bono East","Operationalized","true",7,"GH2 Mpanya"
"GH",1544,"Birem HC","ready_for_operations",1896,"","Balana D/A Prim",406,"72723c14ea558f09290115139ca97e2b","Sekyere Central","Balana D/A Prim","Ashanti","Created","false",7,"GH2 Mpanya"
"GH",5453,"Azupupunga CHPS","ready_for_operations",2554,"Ghana","Bawku West, CHPS without a Midwife, Upper East",313,"30ab513b99b6314b99bcb783e34f0618","Bawku West","Azupupunga CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",5625,"Arhinful CHPS","ready_for_operations",3658,"Ghana","Bia East Facilities",434,"b10b6e7b19fb94d36fcf44d28b82c801","Bia East","Arhinful CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",7949,"Bowiri Odumase CHPS","ready_for_operations",2423,"","Biakoye, Oti, Oti CHPS with Midwife",270,"cdbe9fd263c2cfa476726b8dc8e32c68","Biakoye","Bowiri Odumase CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4832,"Vane HC","ready_for_operations",1886,"Ghana","Biakpa CHPS, CHPS With a Midwife, Ho West Facilities, RTSS Ordering Facilities, Volta Region",432,"784deff8d970996d47c9fedb521e0a59","Ho West","Biakpa CHPS","Volta","Created","false",11,"GH5 Anum"
"GH",2318,"Lineso CHPS","ready_for_operations",1448,"Ghana","Bibiani Anhwiaso Bekwai Facilities, CHPS with a Midwife, Family Planning Facilities",49,"df43e92578a3e81ce2385733f4ac25d3","Bibiani Anhwiaso Bekwai","Lineso CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",5447,"Binduri HC","ready_for_operations",3243,"Ghana","Binduri, CHPS with a Midwife, Upper East",409,"30efee1b02b89f459d81a2c364f6ea55","Binduri","Manga CHPS","Upper East","Operationalized","false",8,"GH3 Vobsi"
"GH",3060,"Sumbrungu HC","ready_for_operations",2106,"Ghana","Bolgatanga, Health Center without a Doctor, Upper East",38,"54fd27881442be23f74d3d1a2df43102","Bolgatanga","Sumbrungu HC","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",1385,"Atampiisi CHPS","ready_for_operations",2664,"Ghana","Bongo, CHPS with a Midwife, Upper East",80,"0bd8a37166483c41d9256c3943fb67c3","Bongo","Atampiisi CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4007,"Abokobiisi CHPS","ready_for_operations",2769,"Ghana","Bongo, CHPS without a Midwife, Upper East",231,"d369c646a69665ab23109d7f5ecbc04b","Bongo","Abokobiisi CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",5125,"Kyeamekrom Chps","ready_for_operations",1933,"Ghana","Bono, Bono East CHPS with midwife, Sene West",155,"c57c2503ade41786bb1776205abbb91a","Sene West","Kyeamekrom CHPS","Bono East","Operationalized","true",12,"GH6 Krachi"
"GH",5114,"Kajai Chps","ready_for_operations",2860,"Ghana","Bono, Bono East CHPS without midwife",158,"aa4e9a704e6e784bc12bc7673c5812e9","Pru East","Kajai CHPS","Bono East","Operationalized","true",12,"GH6 Krachi"
"GH",4460,"Yamfo HC","ready_for_operations",3567,"Ghana","Bono East, Ahafo Region Facilities, Health Center without Dr, [Deprecated]",342,"7b5af4bbf1dfd65eb61619ee9bbbbc41","Tano North","Yamfo HC","Ahafo","Operationalized","true",7,"GH2 Mpanya"
"GH",2083,"Kadema CHPS","ready_for_operations",2004,"Ghana","Builsa North, CHPS with a Midwife, Upper East",265,"12ec69fd6b12c2ffdbb88b2350b1b433","Builsa North","Kadema CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",2248,"Kunkwak CHPS","ready_for_operations",2455,"Ghana","Builsa South, CHPS without a Midwife, Upper East",241,"4ea7d6dbba278aae13697d61cb5a04b4","Builsa South","Kunkwak CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",3274,"Zamsa CHPS","ready_for_operations",1913,"Ghana","Builsa South, CHPS without a Midwife, Upper East",207,"7c0860f79f96d2d45a8e5328c2074822","Builsa South","Zamsa CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4021,"Immaculate Conception of Mary HC","ready_for_operations",2155,"Ghana","CHAG Facility, Health Center without a Doctor, Nabdam, Upper East",196,"3facc6e7d76d99bfdd367142543c4644","Nabdam","Immaculate Conception of Mary HC","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4846,"Abui Tsita CHPS","ready_for_operations",753,"Ghana","CHPS With a Midwife, RTSS Ordering Facilities, South Dayi, Volta Region",181,"482fe151f11df00784ac468e5514d1ec","South Dayi","Abui Tsita CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5172,"Gbefi CHPS","ready_for_operations",2490,"Ghana","CHPS With a Midwife, Kpando Municipal, RTSS Ordering Facilities, Volta Region",94,"8f2f759accf75d400ac81b8cf70190ad","Kpando ","Gbefi CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4766,"Bagble-Ando CHPS","ready_for_operations",979,"Ghana","CHPS With a Midwife, Volta Region",278,"d602eb2f3f00302d1901ee92206fa713","Ho Municipal","Bagble-Ando CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4854,"Todome CHPS","ready_for_operations",1077,"Ghana","CHPS With a Midwife, RTSS Ordering Facilities, South Dayi, Volta Region",195,"dbdfa254f49cf13a2cc11c6786fa4dba","South Dayi","Todome CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4781,"Atidze CHPS","ready_for_operations",1907,"Ghana","CHPS Without a Midwife, Volta Region",49,"04027cc91a917561cb60380c2a4d12d3","Ho Municipal","Atidze CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4735,"Kwasi Kumah CHPS","ready_for_operations",2563,"Ghana","CHPS Without a Midwife, Eastern Region, Kwahu Afram Plains South",226,"e4aadb2633cf957e21af775b4e6b23f1","Kwahu Afram Plains South","Kwasi Kumah CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",4842,"Kpebe CHPS","ready_for_operations",1647,"Ghana","CHPS Without a Midwife, KPEBE CHPS, North Dayi District, RTSS Ordering Facilities, Volta Region",237,"d1227c3b4bb34309a607dfca0dd73010","North Dayi","Kpebe CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",5507,"Mepe CHPS","ready_for_operations",1890,"Ghana","CHPS Without a Midwife, North Tongu, Volta Region",398,"537e35a2835c46625009168b23ecb1b8","North Tongu","Degorme CHPS","Volta","Operationalized","false",11,"GH5 Anum"
"GH",4080,"Nyangua CHPS","ready_for_operations",3117,"Ghana","CHPS with a Midwife, Kassena Nankana East, Upper East",343,"34a11984f65649378fe0c781742a2b48","Kassena Nankana East","Nyangua CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4090,"Kassena Nankana East CHPS","ready_for_operations",2312,"Ghana","CHPS with a Midwife, Kassena Nankana East, Upper East",208,"11c7cba2fc5ab34c91d44584001d5949","Kassena Nankana East","Kassena Nankana East CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",5450,"Temaa CHPS","ready_for_operations",2737,"Ghana","CHPS with a Midwife, North East, Yunyoo Nasuan",360,"f2826b142997e81d681df37c311eb9fe","Yunyoo Nasuan","Namango (Yunyoo Nasuan)  CHPS","North East","Operationalized","false",8,"GH3 Vobsi"
"GH",5449,"Kpatua HC","ready_for_operations",3132,"Ghana","CHPS with a Midwife, CowTribe, Garu, Upper East",253,"89ca56fe365219ec686c08081a80529d","Garu","Kpatua (Garu) CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4683,"Appiahkrom Debiso CHPS","ready_for_operations",3049,"","CHPS with midwife, CHPS without midwife, Central, Eastern",673,"e25078df9cb85e54da3ce3fa9df6a673","Gomoa West","Appiahkrom Debiso CHPS (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",74,"Nkawanda No 2 HC","ready_for_operations",2155,"","CHPS with midwife, Eastern",413,"2b8e28f48d161366245d4b6f87108e85","Kwahu West","Nkawanda No 2 CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",723,"Asikuma CHPS","inactive",3724,"","CHPS with midwife, Eastern",694,"55fcc4d7c8c0b7ca83a3c64c113380fe","Asuogyaman","Asikuma CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",4452,"Atuntumirem CHPS","ready_for_operations",2613,"Ghana","CHPS with midwife, Eastern",831,"f7cb2d583cfe673e819fb8c218f00e2e","Birim South","Swedru Catholic CL","Eastern Region","Operationalized","false",5,"GH1 Omenako"
"GH",123,"Kadewaso CHPS","ready_for_operations",2637,"Ghana","CHPS with midwife, Eastern",220,"7e7a3a56fdffba517ebb0ff64a9c158f","Atiwa East","Kadewaso CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",4394,"Berekum CHPS","ready_for_operations",2850,"Ghana","CHPS without a midwife, Family Planning Facilities",276,"d9d85654ebd3fb71cac2996c03d145b2","Wassa Amenfi West","Berekum CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",894,"Aboi Nkwanta CHPS","ready_for_operations",1761,"Ghana","CHPS without a midwife, Family Planning Facilities",135,"49701d0da910855e32d1c2711461947b","Wassa Amenfi West","Aboi Nkwanta  CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4145,"Asoredanho CHPS","ready_for_operations",2966,"Ghana","CHPS without a midwife, Family Planning Facilities, Free Products, Juaboso Facilities",388,"fb4724690e79f862c5ae8b2b8b25e496","Juaboso","Topman CHPS","Western North","Suspended partially","false",9,"GH4 Sefwi Wiawso"
"GH",1686,"Chorichori CHPS","ready_for_operations",1021,"Ghana","CHPS without a midwife, Family Planning Facilities, Sefwi Akontombra Facilities",32,"00e100967f64e677caad7d8430a83f0b","Sefwi Akontombra","Chorichori CHPS","Western North","Suspended partially","true",9,"GH4 Sefwi Wiawso"
"GH",3641,"Old Abirem CHPS","ready_for_operations",2406,"Ghana","CHPS without midwife, Eastern",593,"10d65cee1d702a8c6b5acfcf070050e6","Birim North","Old Abirem CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",47,"Adaniagya CHPS","ready_for_operations",855,"","CHPS without midwife, Eastern",716,"704910928521463d34680621717bcc66","New Juaben North","Asaman CHPS","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",746,"Mosease CHPS","ready_for_operations",1415,"Ghana","CHPS without midwife, Eastern",216,"ba128becc8ab38bb2a45c4fd9ccb9a27","Atiwa East","Mosease CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",731,"Akote CHPS","ready_for_operations",355,"","CHPS without midwife, Eastern",179,"7b8c21cae12ec4aa004d595f177eb0da","Suhum","Akote CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3801,"Gyaha CHPS","ready_for_operations",2780,"","CHPS without midwife, Eastern",498,"cc9ed7dfcb5879913a90bc33042accd6","Akyemansa","Gyaha CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3859,"Senya Breku HC","ready_for_operations",2875,"","CHPS without midwife, Central",749,"fdef87f9009896a6cedb2b5e030d353b","Awutu Senya West","Simpapeibiso CHPS (CR)","Central","Operationalized","false",5,"GH1 Omenako"
"GH",1102,"Akyeremateng CHPS","ready_for_operations",1867,"","CHPS without midwife, Eastern, OKERE DISTRICT",346,"1533a4c1802742b0f15d30cd3408a1c1","Okere","Akyeremateng CHPS-OKERE","Eastern","Operationalized","true",5,"GH1 Omenako"
